cyclomatic_complexity,halstead_volume,maintainability_index,loc,defect_risk,source
1,942.1,85.84,21,Low,nasa_kc2
6,1261.12,91.84,71,Low,synthetic
1,551.43,97.69,12,Low,nasa_kc1
2,395.38,80.04,42,Low,synthetic
10,2003.88,51.89,208,Medium,synthetic
9,3111.39,59.37,85,Medium,synthetic
12,5743.99,10.41,365,High,synthetic
2,450.13,100,6,Low,nasa_pc1
12,5522.64,44.72,528,High,synthetic
1,42.53,100,13,Low,nasa_kc1
1,3808.68,71.75,32,Low,nasa_pc1
8,841.86,71.09,49,Low,nasa_kc1
2,447.74,88.72,22,Low,nasa_kc1
1,608.3,100,5,Low,nasa_kc1
1,11.29,100,30,Low,nasa_kc1
1,709.0,100,3,Low,nasa_kc1
4,10,100,1,Low,nasa_kc1
1,10,98.64,41,Low,nasa_kc1
3,558.81,88.09,21,Low,nasa_kc1
10,2105.66,70.0,249,Medium,synthetic
23,14863.72,18.01,559,High,synthetic
10,4176.5,46.25,132,Medium,nasa_pc1
2,10,92.24,60,Low,nasa_pc1
1,427.14,100,11,Low,nasa_pc1
15,13639.11,24.8,316,High,nasa_kc1
15,9988.92,15.4,334,High,synthetic
13,3416.85,72.64,121,Medium,synthetic
1,1861.43,70.69,43,Low,nasa_kc1
1,681.64,80.7,32,Low,nasa_kc1
13,1371.44,62.7,249,Medium,synthetic
20,12961.77,28.56744542387259,95,High,nasa_kc1
7,10,67.4,259,Medium,nasa_kc1
2,670.26,82.72,28,Low,nasa_kc1
14,11177.96,53.99,228,High,synthetic
4,10,73.54,185,Low,nasa_kc2
16,5424.96,24.0,440,High,nasa_kc1
13,5521.32,47.21,109,High,nasa_kc2
10,4759.95,44.022780560602406,36,Medium,nasa_kc2
5,3844.24,37.498832836180696,73,Medium,nasa_kc2
2,1341.39,100,2,Low,nasa_pc1
1,288.05,100,1,Low,nasa_kc1
4,10,100,1,Low,nasa_kc1
11,264.61,67.49,85,Medium,nasa_kc1
13,3889.69,54.58,213,High,synthetic
1,10,100,1,Low,nasa_kc1
1,2195.93,100,2,Low,nasa_kc1
1,333.64,69.37,81,Low,nasa_kc1
1,591.27,100,1,Low,nasa_pc1
24,11643.44,17.67,434,High,synthetic
9,10,88.6,68,Low,nasa_kc1
7,6522.3,90.03,8,Medium,nasa_kc1
9,393.74,73.85,52,Low,nasa_pc1
18,9204.24,35.91,173,High,nasa_kc1
6,3528.06,82.23,16,Low,nasa_pc1
1,700.56,93.95,14,Low,nasa_pc1
1,1031.94,80.38,17,Low,synthetic
17,7466.95,41.25,135,High,nasa_kc1
1,10,100,16,Low,nasa_pc1
7,2165.86,70.95,37,Medium,nasa_pc1
17,8357.02,18.600269774371558,131,High,nasa_kc1
26,6458.39,15.56,496,High,synthetic
1,10,99.87,38,Low,nasa_kc2
3,10,100,1,Low,nasa_kc1
6,1107.72,83.48,41,Low,synthetic
31,11135.54,33.43,576,High,synthetic
4,10,71.9994222519044,63,Low,nasa_pc1
3,5666.35,50.61,101,Medium,nasa_kc1
1,1295.37,100,5,Low,nasa_kc1
5,3364.33,70.02,35,Low,nasa_kc1
1,10,100,5,Low,nasa_pc1
7,1338.79,58.1,221,Medium,synthetic
3,318.79,96.46,15,Low,nasa_pc1
1,467.76,81.67,34,Low,nasa_kc1
15,10244.89,17.759047253598403,105,High,nasa_kc1
5,4932.3,59.58,59,Medium,nasa_kc1
1,10,100,24,Low,nasa_pc1
5,1218.15,76.26,33,Low,nasa_kc1
7,2545.45,61.53,186,Medium,synthetic
35,12168.17,19.929737448595528,65,High,nasa_kc1
14,2504.3,64.06,90,Medium,synthetic
2,10,100,5,Low,nasa_kc2
10,4639.8,68.4,119,Medium,synthetic
7,1084.24,85.46,31,Low,synthetic
1,405.52,100,4,Low,nasa_pc1
1,213.57,100,1,Low,nasa_pc1
4,6888.29,74.8,21,Medium,nasa_kc2
2,10,100,21,Low,nasa_kc1
6,1305.05,68.67,139,Low,synthetic
2,199.13,98.1,16,Low,nasa_kc1
7,1829.37,66.32,52,Medium,nasa_kc1
2,407.02,76.58,48,Low,nasa_kc2
1,10,100,16,Low,nasa_kc1
2,268.06,84.82,33,Low,nasa_pc1
1,600.84,87.42,22,Low,nasa_kc2
12,3043.66,72.91,158,Medium,synthetic
1,651.31,100,4,Low,nasa_kc2
4,10,100,1,Low,nasa_kc1
27,11986.66,40.12,456,High,synthetic
2,287.89,86.0,30,Low,nasa_kc1
6,1337.11,56.7,118,Medium,synthetic
3,10,100,18,Low,nasa_kc1
1,283.33,100,6,Low,nasa_pc1
4,1222.79,66.79,60,Low,nasa_kc1
12,6641.69,42.97193263356546,39,High,nasa_kc1
6,1283.39,75.85,18,Low,synthetic
8,10,100,10,Low,nasa_pc1
17,7533.7,28.16,302,High,nasa_kc1
5,263.76,66.45780144601085,29,Low,nasa_kc2
3,3117.42,75.08,27,Low,nasa_pc1
8,10,72.8933530891297,34,Low,nasa_kc1
29,22072.11,5.422816075450289,233,High,nasa_kc1
10,5285.67,51.22,90,Medium,nasa_pc1
1,10,100,26,Low,nasa_pc1
14,7775.25,26.67,517,High,synthetic
2,566.02,65.30426657309461,29,Low,nasa_kc2
5,4126.3,59.57158873697867,29,Medium,nasa_kc1
9,165.72,74.98,64,Low,nasa_kc2
13,4082.78,54.11,175,High,synthetic
2,10,98.41,41,Low,nasa_kc1
2,1428.15,64.41,68,Low,nasa_pc1
6,2428.25,27.7398216201037,85,Medium,nasa_kc1
1,10,100,1,Low,nasa_pc1
3,2679.51,60.44,70,Medium,nasa_kc1
12,3755.92,68.24,220,Medium,synthetic
1,222.02,82.13,42,Low,nasa_kc1
1,85.5,100,7,Low,nasa_pc1
16,8574.84,71.69,20,High,nasa_kc1
6,274.91,95.99,25,Low,synthetic
3,10,95.96,47,Low,nasa_kc1
5,3134.84,96.46,7,Low,nasa_kc1
7,4115.81,53.81,237,High,synthetic
5,10,100,29,Low,nasa_kc1
3,10,100,1,Low,nasa_pc1
4,852.17,52.67,161,Medium,nasa_pc1
1,2419.09,100,1,Low,nasa_kc1
28,11657.57,22.83,312,High,nasa_kc1
7,13451.9,29.26,270,High,nasa_kc1
6,3049.17,65.53,47,Medium,nasa_pc1
2,459.97,99.81,11,Low,nasa_pc1
3,2319.95,100,1,Low,nasa_pc1
2,4896.29,46.42,139,Medium,nasa_kc2
1,540.69,91.22,18,Low,nasa_pc1
2,10,100,29,Low,nasa_kc1
3,69.89,98.9,21,Low,nasa_kc1
1,23.8,100,20,Low,nasa_pc1
1,742.77,100,1,Low,nasa_pc1
6,190.37,71.14,81,Low,nasa_kc1
3,274.35,84.72326931359433,12,Low,nasa_pc1
3,1597.07,68.92804330379766,18,Low,nasa_kc1
3,900.95,100,1,Low,nasa_pc1
7,1952.29,51.26,129,Medium,nasa_kc1
4,920.8,100,8,Low,nasa_kc1
11,6257.72,54.66,68,High,nasa_pc1
9,6155.05,56.96,61,Medium,nasa_kc1
30,2521.33,26.536141340478686,150,High,nasa_kc1
1,311.74,100,12,Low,nasa_kc2
8,2196.31,67.12,46,Medium,nasa_kc1
3,704.72,93.46,14,Low,nasa_kc1
4,1464.24,76.03,32,Low,nasa_pc1
3,594.54,80.95,32,Low,nasa_kc1
9,7232.75,61.79,43,Medium,nasa_kc1
19,20108.4,9.15450832588383,355,High,nasa_kc1
1,628.59,100,8,Low,nasa_pc1
22,7953.28,30.32,242,High,nasa_kc1
8,10,90.33,62,Low,nasa_kc2
19,6170.09,17.73,434,High,synthetic
15,1692.08,49.19,137,Medium,nasa_kc1
2,10,100,26,Low,nasa_kc2
3,578.63,87.56,16,Low,synthetic
3,700.8,88.00212008392023,1,Low,nasa_kc1
9,3871.14,57.86,67,Medium,nasa_kc1
13,3945.91,67.24,137,Medium,synthetic
10,2370.19,60.76,176,Medium,synthetic
1,443.29,85.1,28,Low,nasa_kc1
4,1424.69,65.2,63,Low,nasa_kc2
1,10,100,8,Low,nasa_pc1
8,3779.92,60.86,152,Medium,synthetic
1,10,100,3,Low,nasa_pc1
4,359.18,76.44,49,Low,nasa_kc1
2,1430.01,89.77,40,Low,synthetic
9,6403.28,85.77307472814466,1,Medium,nasa_kc1
3,882.39,82.26,26,Low,nasa_kc1
6,2289.04,75.41,28,Medium,nasa_kc2
1,858.17,100,1,Low,nasa_kc1
1,1394.37,100,1,Low,nasa_pc1
2,285.31,98.39,14,Low,nasa_pc1
13,1917.75,58.33,77,Medium,nasa_pc1
2,963.48,93.26,13,Low,nasa_kc1
20,6935.78,15.4,472,High,synthetic
1,131.18,99.51,17,Low,nasa_kc2
1,10,100,1,Low,nasa_pc1
5,806.02,77.7747833473905,1,Low,nasa_kc1
13,895.74,37.77960813911626,82,Medium,nasa_kc1
5,728.58,100,1,Low,nasa_kc1
4,1210.75,89.99,37,Low,synthetic
2,10,93.95,54,Low,nasa_kc2
5,789.79,78.87084203332348,7,Low,nasa_kc2
7,688.03,56.59674435943491,65,Medium,nasa_kc2
30,11424.43,5.192272309567095,318,High,nasa_kc1
2,88.54,100,4,Low,nasa_kc1
25,15179.75,13.549890671083915,175,High,nasa_kc1
18,11955.31,21.84,363,High,synthetic
3,325.99,96.35,15,Low,nasa_pc1
2,1918.54,64.64,61,Medium,nasa_kc1
5,10,100,9,Low,nasa_kc1
3,10,100,34,Low,nasa_pc1
18,3663.67,39.02,192,High,nasa_kc1
39,12467.44,0,305,High,nasa_kc1
5,1049.23,97.52,53,Low,synthetic
7,4786.51,42.42,167,High,nasa_pc1
1,965.75,93.48,13,Low,nasa_pc1
3,362.78,100,5,Low,nasa_kc1
1,170.58,99.13,16,Low,nasa_pc1
4,958.62,98.61,25,Low,synthetic
11,2284.09,72.96,141,Medium,synthetic
13,5590.63,12.05,453,High,synthetic
1,121.74,100,3,Low,nasa_pc1
18,14498.61,42.43,100,High,nasa_kc1
33,7001.96,23.36,487,High,synthetic
3,551.96,86.0,24,Low,nasa_kc1
2,10,100,22,Low,nasa_pc1
31,4713.05,33.7,548,High,synthetic
4,382.06,100,11,Low,nasa_kc1
2,2134.39,69.37,44,Low,nasa_kc2
12,2203.96,67.66,42,Medium,nasa_pc1
14,2028.08,68.27,91,Medium,synthetic
2,352.12,100,1,Low,nasa_kc1
6,1384.36,92.8,83,Low,synthetic
17,5378.6,33.415787777481235,68,High,nasa_kc1
1,1139.92,100,1,Low,nasa_pc1
1,7611.76,61.25,49,Medium,nasa_kc1
14,12391.93,11.61,422,High,synthetic
3,7488.45,100,1,Low,nasa_kc1
29,10,56.98166838315133,126,Medium,nasa_kc1
6,381.31,99.3,14,Low,synthetic
15,7677.8,24.263601105741877,99,High,nasa_kc2
1,454.93,100,1,Low,nasa_pc1
2,10,100,35,Low,nasa_kc1
17,11149.5,18.92,583,High,synthetic
17,14234.09,31.61,488,High,synthetic
1,10,100,15,Low,nasa_pc1
3,2860.65,100,1,Low,nasa_kc2
2,275.66,76.39,31,Low,synthetic
2,10,100,1,Low,nasa_kc1
1,691.54,84.62,25,Low,nasa_kc1
12,3988.71,52.88,145,Medium,synthetic
8,10,64.99621566889047,142,Medium,nasa_kc2
6,807.38,98.88,17,Low,synthetic
13,19968.08,46.15,77,High,nasa_kc1
7,3029.0,72.68,93,Medium,synthetic
28,14383.16,0,330,High,nasa_kc1
14,2752.93,77.73,89,Medium,synthetic
1,10,100,13,Low,nasa_pc1
1,1178.6,86.3,19,Low,nasa_kc1
1,513.49,96.76,13,Low,nasa_kc2
4,682.38,83.37,26,Low,nasa_kc1
1,57.33,93.57,32,Low,nasa_kc1
3,1338.31,67.96,55,Low,nasa_pc1
1,109.43,100,1,Low,nasa_pc1
21,8874.86,3.2228799110295476,212,High,nasa_kc1
4,35.9,73.89851122272704,1,Low,nasa_kc1
2,383.63,91.9,19,Low,nasa_kc1
18,810.93,43.45,237,High,nasa_kc1
6,1039.47,96.93,64,Low,synthetic
5,6553.24,64.8,39,Medium,nasa_kc1
1,3229.8,55.5,92,Medium,nasa_kc1
7,1430.96,80.88,82,Low,synthetic
3,839.74,100,4,Low,nasa_pc1
1,10,100,1,Low,nasa_kc1
11,698.81,76.59989729658813,9,Medium,nasa_kc1
4,318.12,75.84,96,Low,synthetic
7,10,80.83,113,Low,nasa_kc1
1,137.01,100,14,Low,nasa_pc1
10,10,89.35,64,Low,nasa_kc1
3,210.29,100,13,Low,nasa_kc1
7,10,93.41,52,Low,nasa_kc1
1,10,99.45,39,Low,nasa_kc1
29,8519.43,15.02,573,High,synthetic
6,1843.28,74.26,118,Medium,synthetic
4,2331.14,65.75,52,Low,nasa_kc1
1,194.17,100,7,Low,nasa_pc1
22,8053.55,87.2364187600392,1,High,nasa_kc2
1,461.65,97.32,13,Low,nasa_kc2
1,468.47,100,1,Low,nasa_pc1
13,4175.18,71.06,112,Medium,synthetic
4,275.73,100,10,Low,nasa_kc1
34,2591.82,22.273722484241066,223,High,nasa_kc1
1,295.86,100,8,Low,nasa_kc1
2,10,100,1,Low,nasa_kc2
1,10,100,33,Low,nasa_kc1
1,10,100,1,Low,nasa_pc1
6,844.49,95.41,94,Low,synthetic
4,10,83.83,98,Low,nasa_kc1
2,10,100,4,Low,nasa_pc1
7,2936.6,100,1,Low,nasa_kc1
3,1986.49,72.77,36,Low,nasa_pc1
2,431.62,100,10,Low,nasa_pc1
1,339.12,97.72,14,Low,nasa_pc1
3,3846.44,90.08,10,Low,nasa_kc1
3,10,81.47,115,Low,nasa_kc1
1,10,100,21,Low,nasa_pc1
3,2849.83,70.02,38,Low,nasa_pc1
2,70.75,100,14,Low,nasa_kc1
1,170.12,94.74,21,Low,nasa_pc1
1,10,100,1,Low,nasa_pc1
8,174.89,48.97299845075065,54,Medium,nasa_kc1
9,1541.07,72.71,36,Medium,nasa_kc1
7,417.04,70.64,64,Low,nasa_pc1
5,10,86.1,84,Low,nasa_kc2
1,5541.26,96.92,6,Low,nasa_kc1
2,500.12,100,10,Low,nasa_pc1
22,4471.15,43.71,358,High,synthetic
11,5870.03,58.56053236551266,30,High,nasa_kc1
3,10,74.71183277075369,23,Low,nasa_kc1
7,5908.05,100,1,Medium,nasa_kc2
1,479.97,81.54,34,Low,nasa_kc1
9,4912.46,71.78,229,Medium,synthetic
4,411.06,61.61964253001225,30,Low,nasa_kc1
9,14683.92,8.1907445812624,304,High,nasa_kc1
4,94.48,100,15,Low,nasa_kc1
1,449.92,100,11,Low,nasa_pc1
3,340.0,97.71,45,Low,synthetic
5,10,100,27,Low,nasa_kc1
6,1778.62,76.51,182,Medium,synthetic
6,5079.66,44.96,142,Medium,nasa_pc1
2,145.05,100,8,Low,nasa_pc1
4,10,100,2,Low,nasa_kc2
1,10,100,11,Low,nasa_pc1
4,10,100,5,Low,nasa_kc1
10,10,100,5,Low,nasa_kc1
7,1829.63,56.22,97,Medium,nasa_kc1
1,10,100,4,Low,nasa_kc1
2,1009.88,79.11,22,Low,synthetic
35,11906.77,29.01,557,High,synthetic
2,10,100,23,Low,nasa_pc1
1,2368.56,54.07,111,Medium,nasa_pc1
1,295.15,98.44,14,Low,nasa_pc1
9,4354.5,57.60182983892875,24,Medium,nasa_kc2
24,10896.87,40.9,493,High,synthetic
3,1216.01,90.7,7,Low,synthetic
1,655.61,81.95,30,Low,nasa_kc1
12,3358.17,64.64667259532402,21,Medium,nasa_kc1
6,10788.0,17.133642557774046,193,High,nasa_kc1
1,10,100,1,Low,nasa_kc2
6,10,77.14,144,Low,nasa_pc1
7,1737.36,69.83,154,Medium,synthetic
24,15970.76,21.197483340079373,138,High,nasa_kc1
1,995.21,100,1,Low,nasa_pc1
5,767.13,80.02,31,Low,synthetic
1,535.09,85.96,25,Low,nasa_kc1
5,3012.93,100,1,Low,nasa_kc1
4,1214.11,90.4,14,Low,nasa_kc1
1,10,100,20,Low,nasa_pc1
5,559.08,96.7,12,Low,nasa_kc1
1,1173.13,92.47,13,Low,nasa_kc2
2,521.17,100,1,Low,nasa_kc1
9,2588.66,52.26,173,Medium,synthetic
4,1059.34,100,3,Low,nasa_pc1
10,10,94.7,46,Low,nasa_kc1
8,10,100,5,Low,nasa_kc1
2,10,93.65,55,Low,nasa_kc1
8,4319.15,47.81,122,Medium,nasa_kc2
2,1196.33,93.74,80,Low,synthetic
1,654.84,100,1,Low,nasa_kc1
1,10,100,16,Low,nasa_pc1
7,3757.61,39.16288332080463,53,Medium,nasa_kc1
1,10,100,12,Low,nasa_kc1
6,10,95.27,47,Low,nasa_kc1
16,6914.34,33.71808480927548,68,High,nasa_kc2
14,14456.33,33.05,189,High,nasa_kc1
13,4670.39,59.42,197,High,synthetic
1,788.72,100,3,Low,nasa_pc1
16,9571.39,68.17,24,High,nasa_kc1
12,11776.47,65.51,28,High,nasa_kc1
18,11497.99,35.17,255,High,synthetic
3,1129.13,85.23,20,Low,nasa_kc1
1,1185.24,96.66,10,Low,nasa_kc1
9,717.25,63.55,81,Medium,nasa_kc1
11,1042.71,45.99784461942613,106,Medium,nasa_kc2
2,6129.82,68.55,33,Medium,nasa_kc1
13,2708.59,52.89,187,High,synthetic
7,1563.83,59.3,213,Medium,synthetic
9,1867.48,63.98,116,Medium,synthetic
14,10801.94,27.91,285,High,nasa_kc1
7,3721.34,100,1,Low,nasa_pc1
1,2129.65,100,1,Low,nasa_pc1
3,3793.69,68.53,38,Low,nasa_kc1
1,1949.73,100,1,Low,nasa_pc1
1,313.97,100,10,Low,nasa_pc1
1,1137.48,93.92,12,Low,nasa_kc2
1,38.34,100,1,Low,nasa_pc1
3,3201.92,63.574717028764525,39,Medium,nasa_pc1
23,10067.96,24.28,321,High,nasa_kc1
9,3796.92,69.54,190,Medium,synthetic
1,99.2,71.47,105,Low,nasa_pc1
7,2351.41,68.09,43,Medium,nasa_kc1
1,10,84.52,98,Low,nasa_kc2
7,184.63,75.39,47,Low,synthetic
4,9259.68,60.21,47,Medium,nasa_kc2
1,1015.17,100,1,Low,nasa_kc1
10,15879.51,63.2249410241747,16,High,nasa_kc2
21,20271.61,0,502,High,nasa_kc1
2,81.09,100,1,Low,nasa_kc2
3,10,100,1,Low,nasa_kc1
1,1091.58,63.2,81,Low,nasa_pc1
1,3823.43,51.29,113,Medium,nasa_kc2
8,4926.96,69.32,31,Medium,nasa_kc1
2,411.95,100,1,Low,nasa_pc1
7,1310.08,75.95,28,Low,synthetic
5,5156.43,79.5,17,Medium,nasa_kc2
3,3854.11,66.07,44,Low,nasa_pc1
2,1322.22,100,1,Low,nasa_kc1
6,3232.54,86.05,13,Low,nasa_kc1
11,4781.89,59.55,141,High,synthetic
2,10,100,11,Low,nasa_kc2
1,223.04,100,1,Low,nasa_pc1
2,2062.28,100,3,Low,nasa_pc1
25,11588.38,44.19,281,High,synthetic
4,936.29,62.34,86,Low,nasa_kc2
3,817.3,100,1,Low,nasa_kc1
6,394.24,90.5,31,Low,synthetic
9,10,94.58,47,Low,nasa_kc1
1,755.11,87.78,20,Low,nasa_kc1
3,10,100,15,Low,nasa_kc1
1,262.56,97.93,15,Low,nasa_pc1
7,837.05,74.1265062366496,22,Low,nasa_kc1
5,37.62,63.25277486287918,63,Low,nasa_kc2
3,1218.51,79.27,37,Low,synthetic
2,10,100,1,Low,nasa_kc1
22,3141.52,12.841784254628717,384,High,nasa_kc1
14,2843.3,70.59,162,Medium,synthetic
1,3578.01,89.37,11,Low,nasa_kc1
1,401.17,100,10,Low,nasa_kc1
24,4048.97,29.07,430,High,synthetic
4,745.64,100,3,Low,nasa_kc1
8,4855.31,73.88,86,Medium,synthetic
2,135.49,95.69,21,Low,nasa_kc1
23,8930.45,31.40028641592157,47,High,nasa_kc1
4,1118.15,67.25,60,Low,nasa_pc1
2,1641.51,58.27,95,Medium,nasa_pc1
19,14862.87,0,330,High,nasa_kc1
1,2658.74,51.29,127,Medium,nasa_pc1
4,5286.28,60.58,55,Medium,nasa_kc1
3,10,93.72,54,Low,nasa_pc1
33,10616.05,14.29702108037791,158,High,nasa_kc1
18,12692.47,40.54,274,High,synthetic
1,770.01,81.66,29,Low,nasa_kc1
1,826.06,81.29,29,Low,nasa_kc2
4,457.33,88.91,21,Low,nasa_kc1
18,3709.53,33.928443566277316,70,High,nasa_kc1
3,5171.57,29.748787464710748,180,High,nasa_pc1
2,597.92,90.47,18,Low,nasa_kc1
1,10,100,1,Low,nasa_kc2
1,283.1,100,1,Low,nasa_pc1
4,1454.67,95.19,81,Low,synthetic
1,664.94,88.44,20,Low,nasa_pc1
5,10,100,1,Low,nasa_kc1
1,527.42,100,3,Low,nasa_pc1
5,1301.72,84.03,20,Low,nasa_kc1
2,1018.99,80.02,52,Low,synthetic
2,2537.89,68.85,43,Low,nasa_pc1
28,7730.69,28.24,502,High,synthetic
14,3463.81,75.89,120,Medium,synthetic
12,2473.67,77.03,215,Medium,synthetic
1,950.41,100,2,Low,nasa_kc1
3,89.48,96.87,22,Low,nasa_kc1
4,4097.21,84.07,14,Low,nasa_kc1
2,10,100,28,Low,nasa_kc1
11,10,91.0,57,Low,nasa_pc1
1,1578.38,68.16,53,Low,nasa_kc2
12,2379.83,55.01,110,Medium,synthetic
1,1158.33,66.97,63,Low,nasa_kc1
13,13238.6,51.75,516,High,synthetic
1,10,100,1,Low,nasa_kc2
11,3158.83,36.84378198236259,42,High,nasa_kc1
15,4220.73,23.499629696119428,240,High,nasa_kc1
2,4605.25,68.18,37,Medium,nasa_kc1
8,2363.79,34.13780108172185,70,Medium,nasa_kc1
2,463.74,100,1,Low,nasa_pc1
12,5549.53,76.58,18,Medium,nasa_kc1
11,3912.49,60.90809461540329,15,Medium,nasa_kc1
4,592.76,94.5,20,Low,synthetic
2,10,100,17,Low,nasa_kc2
5,164.38,84.39,38,Low,nasa_kc1
1,10,100,4,Low,nasa_kc1
4,399.68,82.91,57,Low,synthetic
1,537.3,97.82,12,Low,nasa_pc1
1,729.15,95.17,26,Low,synthetic
3,1652.97,70.84,43,Low,nasa_kc2
4,490.1,100,1,Low,nasa_kc1
2,295.12,97.1,15,Low,nasa_pc1
13,1709.11,53.45,108,Medium,nasa_kc2
12,5604.5,100,1,Medium,nasa_pc1
6,2072.39,61.75,99,Medium,synthetic
2,10,80.86227366201942,7,Low,nasa_kc2
13,25399.21,23.7,285,High,nasa_kc1
7,1392.14,63.88,66,Medium,nasa_kc2
19,16338.02,19.91,381,High,nasa_kc1
11,2167.47,56.51,240,High,synthetic
14,6980.19,35.59748850649038,56,High,nasa_kc1
1,450.65,100,9,Low,nasa_pc1
2,187.49,100,1,Low,nasa_kc2
2,669.17,90.81,17,Low,nasa_kc2
7,1975.12,52.05543057251061,64,Medium,nasa_kc2
7,855.48,75.47703426473329,7,Low,nasa_kc1
3,657.11,78.52,36,Low,nasa_kc1
1,737.76,100,1,Low,nasa_kc1
3,120.85,86.38,47,Low,synthetic
7,4669.11,48.73,114,Medium,nasa_kc1
1,2233.91,80.6,22,Low,nasa_kc1
2,10,100,17,Low,nasa_pc1
3,1403.44,67.42,56,Low,nasa_kc1
14,2967.17,65.31,170,Medium,synthetic
6,256.79,100,1,Low,nasa_kc1
5,1250.03,87.35,6,Low,synthetic
3,873.99,74.93,41,Low,nasa_kc1
18,3207.16,18.686819279113838,250,High,nasa_kc1
13,9582.79,42.45,463,High,synthetic
1,590.27,77.83,40,Low,nasa_kc1
18,3249.45,40.6,181,High,nasa_kc1
3,3096.1,59.01,73,Medium,nasa_kc1
8,12573.92,43.21,115,High,nasa_kc1
3,1251.12,86.44,61,Low,synthetic
1,537.5,92.18,17,Low,nasa_pc1
4,124.17,98.57,86,Low,synthetic
8,3355.05,100,3,Low,nasa_kc1
17,5091.81,21.052638709936865,129,High,nasa_kc1
1,10,100,1,Low,nasa_pc1
11,4328.32,56.81,67,High,nasa_pc1
7,10,89.79,65,Low,nasa_kc1
2,182.4,81.44,46,Low,nasa_kc1
29,8110.87,45.57,488,High,synthetic
1,2670.61,59.8,75,Medium,nasa_kc1
19,10078.26,30.409722103113445,103,High,nasa_kc2
1,151.38,97.84,18,Low,nasa_kc1
13,3587.1,41.87,174,High,nasa_kc1
9,3671.83,61.04,56,Medium,nasa_pc1
2,4632.82,92.96,8,Low,nasa_kc1
17,12791.89,28.2,353,High,synthetic
1,337.26,76.49,52,Low,nasa_kc1
9,2784.63,51.68,109,Medium,nasa_kc1
4,2188.01,94.49,9,Low,nasa_pc1
2,1829.67,56.55,102,Medium,nasa_kc2
9,245.34,48.41973075507264,103,Medium,nasa_kc1
1,10,100,11,Low,nasa_kc2
8,5793.18,79.76297928510382,1,Medium,nasa_kc1
7,3627.95,64.22,88,Medium,synthetic
2,226.5,100,13,Low,nasa_pc1
8,5060.52,52.84,85,Medium,nasa_kc1
1,263.73,100,1,Low,nasa_kc1
1,573.94,99.41,47,Low,synthetic
1,51.97,100,21,Low,nasa_kc2
6,256.59,81.43,36,Low,synthetic
1,839.44,100,5,Low,nasa_pc1
7,2214.51,57.95,82,Medium,nasa_kc2
4,1536.56,89.06167259724762,1,Low,nasa_kc1
1,518.21,90.57,19,Low,nasa_kc2
1,10,100,1,Low,nasa_pc1
8,6576.15,43.98,135,Medium,nasa_kc2
5,1337.02,77.89,10,Low,synthetic
13,14889.41,36.2,283,High,synthetic
1,920.78,100,4,Low,nasa_kc1
6,176.39,88.07,9,Low,synthetic
1,804.3,82.0,28,Low,nasa_kc1
7,956.29,61.73,85,Medium,nasa_kc1
5,9881.05,43.04,131,Medium,nasa_kc2
4,622.94,94.13,32,Low,synthetic
7,4012.41,24.387068996899995,112,High,nasa_kc1
5,10,95.5,47,Low,nasa_pc1
3,160.79,75.42274022183643,12,Low,nasa_kc1
12,1250.29,84.88300541266949,4,Low,nasa_pc1
1,479.99,100,1,Low,nasa_kc2
1,160.58,92.46,16,Low,synthetic
1,101.67,100,1,Low,nasa_pc1
6,4346.39,58.57,130,Medium,synthetic
14,13997.82,47.23,519,High,synthetic
2,406.66,100,1,Low,nasa_kc1
12,3452.43,40.12,199,High,nasa_kc2
6,1130.18,48.42311664177397,74,Medium,nasa_pc1
1,2298.37,96.84,8,Low,nasa_kc1
3,608.06,87.38,64,Low,synthetic
2,616.63,100,9,Low,nasa_kc1
1,481.28,100,1,Low,nasa_pc1
1,927.45,100,1,Low,nasa_kc1
10,9951.39,24.99865156385287,175,High,nasa_kc1
2,50.52,98.66,24,Low,nasa_kc1
7,2178.66,62.05,64,Medium,nasa_kc1
6,3473.1,98.2,6,Low,nasa_pc1
13,11862.3,28.690729277331826,72,High,nasa_kc1
5,751.16,90.13,77,Low,synthetic
1,910.57,100,1,Low,nasa_pc1
1,462.11,94.99,15,Low,nasa_kc1
17,880.16,63.01,70,Medium,nasa_kc2
2,358.66,93.7,65,Low,synthetic
14,10,71.68,180,Medium,nasa_kc1
15,5538.06,45.86,115,High,nasa_pc1
1,315.84,84.2,33,Low,nasa_pc1
29,12296.53,5.195710386394563,438,High,nasa_kc1
2,498.81,91.31,73,Low,synthetic
2,10,100,1,Low,nasa_kc2
2,1064.15,66.61238848049085,23,Low,nasa_kc1
9,1311.5,50.28,132,Medium,synthetic
1,6203.09,52.11,92,Medium,nasa_kc1
1,1192.1,100,1,Low,nasa_kc1
4,314.22,76.16400597711427,1,Low,nasa_kc1
1,654.74,100,1,Low,nasa_pc1
1,442.74,89.77,21,Low,nasa_kc2
12,4296.13,77.26,126,Medium,synthetic
7,4133.93,48.4,121,Medium,nasa_kc1
8,10,63.36350119836045,86,Medium,nasa_kc1
1,10,100,1,Low,nasa_kc2
21,1614.05,25.770068660749224,196,High,nasa_kc1
1,1593.63,100,1,Low,nasa_kc1
1,264.99,100,7,Low,nasa_pc1
3,296.07,83.23,73,Low,synthetic
3,3960.83,48.25,131,Medium,nasa_kc1
3,10,100,7,Low,nasa_kc1
19,10677.19,43.14560962239216,40,High,nasa_kc1
3,737.79,100,1,Low,nasa_kc1
